asn,asn_org,events,unique_ips,honeypots,pct_of_total
51167.0,Contabo GmbH,966740,82,5,35.32
47890.0,Unmanaged Ltd,283701,26,4,10.37
197170.0,TechTies Inc.,151486,91,5,5.53
14061.0,"DigitalOcean, LLC",130677,460,4,4.77
208137.0,Feo Prest SRL,122061,13,4,4.46
201814.0,MEVSPACE sp. z o.o.,102562,12,4,3.75
47154.0,Husam A. H. Hijazi,74512,15,1,2.72
214159.0,UAB Cherry Servers,66174,3,3,2.42
16276.0,OVH SAS,53716,118,5,1.96
198364.0,Banatsync Srl,52099,21,2,1.9
396073.0,"Majestic Hosting Solutions, LLC",43308,4,2,1.58
213737.0,Ayosoft Ltd,41328,1,2,1.51
23470.0,ReliableSite.Net LLC,36447,18,3,1.33
8560.0,IONOS SE,31575,28,4,1.15
132203.0,"Tencent Building, Kejizhongyi Avenue",27433,416,4,1.0
36352.0,HostPapa,21120,52,5,0.77
,,21077,38,3,0.77
135905.0,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,19865,18,3,0.73
58497.0,PT Integra Ventura,19463,1,2,0.71
29802.0,"HIVELOCITY, Inc.",16721,13,3,0.61
37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",16612,113,4,0.61
396982.0,Google LLC,16103,2108,4,0.59
210356.0,BattleHost,12940,12,3,0.47
210558.0,1337 Services GmbH,12138,12,2,0.44
17858.0,LG POWERCOMM,12123,5,3,0.44
45102.0,"Alibaba (US) Technology Co., Ltd.",11996,453,5,0.44
48090.0,Techoff Srv Limited,11645,23,3,0.43
3786.0,LG DACOM Corporation,10026,7,4,0.37
4837.0,CHINA UNICOM China169 Backbone,9998,139,5,0.37
197540.0,netcup GmbH,9591,10,3,0.35
51852.0,Private Layer INC,9566,1,1,0.35
24547.0,Hebei Mobile Communication Company Limited,9395,166,3,0.34
9541.0,Cyber Internet Services (Pvt) Ltd.,8980,95,2,0.33
206119.0,Veganet Teknolojileri ve Hizmetleri LTD STI,8593,1,3,0.31
24757.0,Ethio Telecom,8218,8,3,0.3
4766.0,Korea Telecom,7898,40,4,0.29
3462.0,Data Communication Business Group,7581,23,4,0.28
14956.0,RouterHosting LLC,7032,32,4,0.26
137695.0,CHINATELECOM Xinjiang Wulumuqi MAN network,6865,1,2,0.25
2914.0,"NTT America, Inc.",6387,2,2,0.23
135377.0,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,6362,203,4,0.23
37284.0,Aljeel Aljadeed For Technology,6205,2,2,0.23
174.0,"Cogent Communications, LLC",6170,6,3,0.23
267784.0,Flyservers S.A.,5548,2,2,0.2
213186.0,Yanoor Islam Khan,5520,2,3,0.2
49683.0,Massivegrid Ltd,5364,56,2,0.2
2860.0,"Nos Comunicacoes, S.A.",5022,2,3,0.18
8075.0,Microsoft Corporation,4718,800,4,0.17
6939.0,Hurricane Electric LLC,4543,219,3,0.17
63949.0,Akamai Connected Cloud,4332,259,4,0.16
202412.0,Omegatech LTD,4204,19,4,0.15
49870.0,Alsycon B.V.,4060,18,4,0.15
3549.0,"Level 3 Parent, LLC",3756,4,4,0.14
9808.0,"China Mobile Communications Group Co., Ltd.",3738,41,3,0.14
396356.0,Latitude.sh,3653,13,3,0.13
219502.0,Storm Industries LLC,3504,29,3,0.13
976.0,CoreNET Inc.,3448,5,2,0.13
152194.0,CTG Server Limited,3384,9,2,0.12
11915.0,TPx Communications,3323,1,2,0.12
24835.0,Vodafone Data,3246,4,2,0.12
399077.0,Tcloudnet,2939,4,2,0.11
149098.0,VIETNAM DIGITAL INFRASTRUCTURE JOINT STOCK COMPANY,2711,1,2,0.1
44589.0,Digital Network S.r.l.,2697,3,3,0.1
45899.0,VNPT Corp,2559,35,3,0.09
211183.0,AdminVPS OOO,2538,6,2,0.09
268624.0,Gamers Club Ltda,2327,4,2,0.09
132165.0,Connect Communications,2270,4,3,0.08
202520.0,SkyPass Solutions Sp. z.o.o.,1940,2,3,0.07
196645.0,Hostpro Lab LLC,1926,3,1,0.07
40065.0,CNSERVERS LLC,1907,3,2,0.07
213790.0,Limited Network LTD,1904,13,3,0.07
16509.0,"Amazon.com, Inc.",1812,62,4,0.07
209641.0,Ihor Hosting Ltd,1775,1,2,0.06
979.0,NetLab Global,1770,2,2,0.06
206996.0,ZAP-Hosting GmbH,1767,2,2,0.06
203273.0,NetCrafters OU,1731,2,2,0.06
26496.0,"GoDaddy.com, LLC",1683,7,4,0.06
27947.0,Telconet S.A,1624,2,2,0.06
19318.0,"Interserver, Inc",1512,9,3,0.06
201106.0,Spartan Host Ltd,1489,3,2,0.05
40021.0,Contabo Inc.,1463,12,2,0.05
61272.0,UAB Bacloud,1451,1,2,0.05
398324.0,"Censys, Inc.",1402,201,4,0.05
137409.0,GSL Networks Pty LTD,1320,5,3,0.05
138423.0,CMPak Limited,1317,10,3,0.05
15802.0,Emirates Integrated Telecommunications Company PJSC,1292,3,3,0.05
135607.0,Infinivan Incorporated,1290,1,2,0.05
5089.0,Virgin Media,1286,7,3,0.05
7713.0,PT Telekomunikasi Indonesia,1273,25,3,0.05
55720.0,Gigabit Hosting Sdn Bhd,1218,5,3,0.04
931.0,Hyonix,1170,3,1,0.04
398101.0,"GoDaddy.com, LLC",1160,13,3,0.04
262287.0,Latitude.sh LTDA,1135,4,2,0.04
63023.0,GTHost,1107,6,3,0.04
399114.0,Hyonix,1097,1,1,0.04
142036.0,Hosteons Pte. Ltd.,1092,2,2,0.04
59257.0,CMPak Limited,1079,13,2,0.04
1136.0,KPN B.V.,1078,2,2,0.04
199912.0,Layer7 Networks GmbH,1073,1,2,0.04
45090.0,Shenzhen Tencent Computer Systems Company Limited,1062,81,2,0.04
398493.0,System In Place,1043,4,2,0.04
7497.0,Computer Network Information Center of Chinese Academy of Sciences (CNIC-CAS),1036,1,2,0.04
199792.0,ClearStack B.V.,1006,2,2,0.04
21743.0,Atlas Networks Corporation,1001,1,2,0.04
12874.0,Fastweb,978,3,2,0.04
23969.0,TOT Public Company Limited,974,4,3,0.04
4134.0,Chinanet,957,136,4,0.03
9009.0,M247 Europe SRL,950,131,5,0.03
3257.0,GTT Communications Inc.,947,1,2,0.03
141995.0,Contabo Asia Private Limited,934,8,3,0.03
14593.0,Space Exploration Technologies Corporation,924,18,4,0.03
18403.0,FPT Telecom Company,922,9,3,0.03
262343.0,Net Aki Internet Ltda,913,1,2,0.03
8359.0,MTS PJSC,902,12,1,0.03
24940.0,Hetzner Online GmbH,894,27,4,0.03
1100.0,Nuday Networks Inc.,884,1,1,0.03
212238.0,Datacamp Limited,838,254,4,0.03
44259.0,"Ultahost, Inc.",836,2,2,0.03
29066.0,velia.net Internetdienste GmbH,833,3,4,0.03
20473.0,"The Constant Company, LLC",828,19,3,0.03
60117.0,Host Sailor Ltd,826,1,2,0.03
397423.0,Tier.Net Technologies LLC,821,27,3,0.03
209854.0,Cyberzone S.A.,818,381,1,0.03
14987.0,Rethem Hosting LLC,811,104,4,0.03
215925.0,Vpsvault.host Ltd,808,16,4,0.03
3258.0,xTom Japan Corporation,807,3,2,0.03
133719.0,IDIGITALCAMP WEB SERVICES,801,1,1,0.03
7018.0,"AT&T Enterprises, LLC",768,9,3,0.03
153657.0,"METASMART CO., LTD.",764,1,2,0.03
200019.0,Alexhost Srl,749,4,4,0.03
209706.0,M&a Goods LLC,738,1,2,0.03
56046.0,China Mobile communications corporation,729,12,3,0.03
141968.0,PT Industri Kreatif Digital,709,2,2,0.03
9891.0,CS LOXINFO Public Company Limited.,702,1,2,0.03
58955.0,"Bangmod Enterprise Co., Ltd.",702,1,1,0.03
202425.0,IP Volume inc,700,29,4,0.03
53667.0,FranTech Solutions,686,14,3,0.03
132525.0,HeiLongJiang Mobile Communication Company Limited,684,2,2,0.02
38841.0,kbro CO. Ltd.,665,4,2,0.02
7602.0,Sai gon Postel Corporation,660,3,3,0.02
153996.0,"VP InfoTech Co., Ltd.",641,3,2,0.02
7922.0,"Comcast Cable Communications, LLC",635,25,5,0.02
140457.0,PT Ikhlas Cipta Teknologi,630,1,1,0.02
58563.0,CHINANET Hubei province network,625,1,1,0.02
212477.0,RoyaleHosting BV,611,3,2,0.02
27843.0,ON EMPRESAS S.A.C.,590,3,3,0.02
133322.0,XIMBO Internet Limited,588,1,2,0.02
150862.0,VPSTTT COMPUTER COMPANY LIMITED,576,2,2,0.02
38794.0,UIH,574,2,3,0.02
135918.0,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,559,4,3,0.02
135523.0,Multinet Broadband,552,6,3,0.02
140810.0,Megacore Technology Company Limited,541,3,3,0.02
8452.0,IDDQD-AS,537,30,2,0.02
11404.0,Wave Broadband,533,2,2,0.02
135357.0,"HONG KONG KOWLOON TELECOMMUNICATIONS CO.,LIMITED",531,1,1,0.02
63526.0,Systems Solutions & development Technologies Limited,527,1,2,0.02
149440.0,Evoxt Sdn. Bhd.,519,2,2,0.02
51396.0,Pfcloud UG (haftungsbeschrankt),512,33,4,0.02
31898.0,Oracle Corporation,509,40,3,0.02
204770.0,UAB Cherry Servers,497,3,2,0.02
131149.0,"Yuan-Jhen Info., Co., Ltd",488,1,2,0.02
46844.0,Sharktech,471,2,2,0.02
9534.0,Binariang Berhad,461,9,3,0.02
137718.0,"Beijing Volcano Engine Technology Co., Ltd.",453,16,3,0.02
142002.0,Scloud Pte Ltd,452,3,4,0.02
265369.0,C-ComTelecom Servios Ltda-ME,448,1,2,0.02
138004.0,MIR INFO SYSTEMS LTD.,445,2,3,0.02
3132.0,Red Cientifica Peruana,444,1,1,0.02
9318.0,SK Broadband Co Ltd,443,5,4,0.02
213412.0,ONYPHE SAS,442,227,4,0.02
138152.0,YISU CLOUD LTD,432,3,3,0.02
7303.0,Telecom Argentina S.A.,419,35,3,0.02
12876.0,Scaleway SAS,408,22,3,0.01
30823.0,aurologic GmbH,406,3,3,0.01
24342.0,BRACNet Limited,405,1,2,0.01
14618.0,"Amazon.com, Inc.",403,122,4,0.01
142647.0,Nasstec Airnet Networks Private Limited,403,4,2,0.01
136907.0,HUAWEI CLOUDS,399,7,3,0.01
33387.0,"Nocix, LLC",397,3,2,0.01
215439.0,Play2go International Limited,384,3,3,0.01
150821.0,HD TECHNICAL INFRASTRUCTURE CONSTRUCTION COMPANY LIMITED,378,1,1,0.01
8745.0,Bulgarian Academy of Sciences,378,1,2,0.01
395931.0,Real Time Cloud Services LLC,376,1,2,0.01
21859.0,Zenlayer Inc,375,111,5,0.01
140900.0,Getlinks (SMC-Private) Limited,373,3,2,0.01
138995.0,Antbox Networks Limited,369,4,3,0.01
49981.0,WorldStream B.V.,360,4,3,0.01
209946.0,ALINDA LLC,360,1,1,0.01
64249.0,Charles River Operation,357,1,1,0.01
52368.0,ZAM LTDA.,354,1,1,0.01
204997.0,First Server Limited,353,2,2,0.01
209630.0,LLC Vash Kredit Bank,342,18,4,0.01
152979.0,Vietservice Technology Company Limited,340,15,2,0.01
139879.0,Galaxy Broadband,340,4,1,0.01
16125.0,UAB Cherry Servers,339,2,1,0.01
396426.0,AS396426,337,1,2,0.01
206264.0,Amarutu Technology Ltd,335,2,1,0.01
210495.0,WENIUM LTD,333,1,2,0.01
209604.0,2e Telekomunikasyon Ltd Sti,329,3,3,0.01
12389.0,Rostelecom,328,65,2,0.01
214996.0,netcup GmbH,326,2,2,0.01
204428.0,SS-Net,322,7,3,0.01
131602.0,"Hsin Yeong An Cable TV Co., Ltd.",306,1,2,0.01
10439.0,"CariNet, Inc.",297,30,4,0.01
216473.0,Bashinskii Vadim Ruslanovich,296,1,3,0.01
41114.0,Orne THD SPL,294,1,1,0.01
27323.0,Wowrack.com,290,2,3,0.01
139549.0,Crisp Enterprises,289,5,2,0.01
17488.0,Hathway IP Over Cable Internet,289,6,3,0.01
211680.0,"Sistemas Informaticos, S.A.",285,69,5,0.01
17552.0,True Online,283,3,2,0.01
401661.0,AS401661,283,5,3,0.01
3215.0,Orange,277,8,3,0.01
213250.0,ITP-Solutions GmbH & Co. KG,273,1,1,0.01
10617.0,SION S.A,270,120,1,0.01
23674.0,Nayatel (Pvt) Ltd,265,5,2,0.01
397651.0,"Sneaker Server, LLC",264,1,2,0.01
200307.0,ZYNOO Web Services FZC LLC,261,1,2,0.01
131471.0,Login.Me (Pvt) Ltd,258,3,2,0.01
12364.0,"University of Macedonia, Economic and Social Sciences",255,1,2,0.01
23888.0,"National Telecommunication Corporation HQ,",254,3,2,0.01
147181.0,Flarezen Ltd.,245,3,2,0.01
205759.0,AS205759,244,2,2,0.01
149020.0,WebHorizon Internet Services,244,1,2,0.01
25369.0,Hydra Communications Ltd,241,127,5,0.01
9329.0,Sri Lanka Telecom Internet,233,3,3,0.01
32475.0,Internap Holding LLC,230,6,3,0.01
40676.0,Psychz Networks,224,4,2,0.01
211443.0,Sino Worldwide Trading Limited,215,1,1,0.01
7029.0,Windstream Communications LLC,213,1,2,0.01
213693.0,ID Performance,212,1,1,0.01
135392.0,MillenialHost Limited,208,1,2,0.01
8151.0,UNINET,207,26,3,0.01
60404.0,The Infrastructure Group B.V.,205,1,2,0.01
135089.0,China Telecom,204,6,3,0.01
150895.0,EZ TECHNOLOGY COMPANY LIMITED,202,6,3,0.01
150436.0,Byteplus Pte. Ltd.,201,9,2,0.01
209588.0,Flyservers S.A.,197,1,1,0.01
6405.0,American Information Network,196,1,1,0.01
25513.0,PJSC Moscow city telephone network,191,2,2,0.01
56040.0,China Mobile communications corporation,190,2,2,0.01
38365.0,"Beijing Baidu Netcom Science and Technology Co., Ltd.",186,11,3,0.01
214664.0,JSC Buduschee,184,3,3,0.01
4808.0,China Unicom Beijing Province Network,179,24,3,0.01
52495.0,Cotel Ltda.,175,3,2,0.01
212835.0,Shesternin Vladimir Anatolievich,174,1,2,0.01
25693.0,Virtual Machine Solutions LLC,174,1,1,0.01
154177.0,LIGHT NODE LIMITED,173,1,2,0.01
36007.0,"Kamatera, Inc.",169,2,2,0.01
133619.0,DESIVPS,168,1,1,0.01
151513.0,PT Infotech Tantami Nusantara,167,1,2,0.01
8796.0,FASTNET DATA INC,166,2,3,0.01
9465.0,AGOTOZ PTE. LTD.,163,31,4,0.01
7552.0,Viettel Group,162,9,2,0.01
214285.0,Above Bar Cyber Limited,162,57,1,0.01
136525.0,Wancom (Pvt) Ltd.,161,4,1,0.01
701.0,Verizon Business,159,8,4,0.01
38264.0,National WiMAX/IMS environment,157,3,3,0.01
398722.0,"Censys, Inc.",157,44,4,0.01
398705.0,"Censys, Inc.",152,15,4,0.01
24086.0,Viettel Corporation,152,3,2,0.01
30873.0,Public Telecommunication Corporation,151,1,1,0.01
17813.0,Mahanagar Telephone Nigam Limited,150,1,1,0.01
680.0,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,142,1,2,0.01
6568.0,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA,140,5,2,0.01
63760.0,AZDIGI Corporation,140,1,2,0.01
216444.0,UAB Cherry Servers,140,1,1,0.01
17962.0,ShenZhen Topway Video Communication Co. Ltd,136,1,1,0.0
37054.0,Telecom Malagasy,136,1,2,0.0
53356.0,FREE RANGE CLOUD - Free Range Cloud Hosting Inc.,132,3,1,0.0
212027.0,PebbleHost Ltd,132,1,1,0.0
131596.0,TBC,130,2,2,0.0
141031.0,Connect Communication,129,3,2,0.0
210644.0,Aeza Group LLC,127,1,2,0.0
138131.0,CV. NATANETWORK SOLUTION,127,1,1,0.0
30058.0,FDCservers.net,125,3,1,0.0
134489.0,S. B Link Network,123,2,2,0.0
151330.0,PLAY BROADBAND (PRIVATE) LIMITED,123,3,2,0.0
63139.0,BEDGE CO LIMITED,122,1,2,0.0
209334.0,Modat B.V.,122,37,3,0.0
132116.0,Anonet Network Private Limited,120,2,2,0.0
9299.0,Philippine Long Distance Telephone Company,119,13,3,0.0
6181.0,Cincinnati Bell Telephone Company LLC,119,2,2,0.0
136698.0,Devdarpan Broadband Pvt. Ltd.,119,1,1,0.0
136969.0,KK Networks (Pvt) Ltd.,118,2,1,0.0
141421.0,MUX BROADBAND (PRIVATE) LIMITED,118,1,1,0.0
138064.0,PT. Jinom Network Indonesia,118,1,1,0.0
215930.0,Cipher Operations Doo Beograd - Novi Beograd,116,4,3,0.0
24560.0,"Bharti Airtel Ltd., Telemedia Services",112,9,3,0.0
137280.0,Kingsoft cloud corporation limited,112,3,2,0.0
9121.0,Turk Telekom,111,17,2,0.0
50219.0,Valence Technology Co.,111,9,2,0.0
49581.0,Tube-Hosting,109,1,2,0.0
136180.0,"Beijing Tiantexin Tech. Co., Ltd.",108,10,3,0.0
3356.0,"Level 3 Parent, LLC",106,2,2,0.0
142403.0,YISU CLOUD LTD,104,4,3,0.0
197834.0,Ucom CJSC,102,1,3,0.0
401626.0,"Netiface America, Inc.",102,22,3,0.0
60781.0,LeaseWeb Netherlands B.V.,101,1,2,0.0
14868.0,Ligga Telecomunicacoes S.A.,99,3,1,0.0
54913.0,"Kamatera, Inc.",98,1,2,0.0
205090.0,First Server Limited,96,1,1,0.0
4811.0,China Telecom (Group),96,5,2,0.0
36680.0,Netiface LLC,95,14,3,0.0
266702.0,MEGALINK S.R.L.,95,3,2,0.0
329184.0,Host Africa (Pty) Ltd,94,2,3,0.0
197769.0,VPS Dedicated LLC,90,29,2,0.0
50471.0,Limited Liability Company Sviaz Industriya,90,1,1,0.0
28006.0,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,89,3,2,0.0
198020.0,Verda Cloud Oy,88,1,1,0.0
22927.0,Telefonica de Argentina,88,22,1,0.0
211298.0,Driftnet Ltd,86,27,4,0.0
17621.0,China Unicom Shanghai network,85,5,3,0.0
60068.0,Datacamp Limited,84,55,1,0.0
63199.0,"CDS Global Cloud Co., Ltd",82,8,2,0.0
15924.0,Vodafone Net Iletisim Hizmetler AS,82,1,2,0.0
211486.0,Alferov Aleksey Aleksandrovich,82,2,2,0.0
395954.0,"Leaseweb USA, Inc.",82,1,2,0.0
12688.0,Joint Stock Company TransTeleCom,82,1,1,0.0
36914.0,Kenya Education Network,81,2,2,0.0
153233.0,TOSHAM TELECOM PRIVATE LIMITED,81,1,2,0.0
29119.0,Aire Networks Del Mediterraneo Sl Unipersonal,79,4,2,0.0
213438.0,ColocaTel Inc.,79,3,3,0.0
160.0,The University of Chicago,79,1,1,0.0
15706.0,Sudatel (Sudan Telecom Co. Ltd),78,1,1,0.0
203020.0,HostRoyale Technologies Pvt Ltd,78,45,1,0.0
17470.0,Hutchison Telecommunications Lanka (Private) Limited,78,1,1,0.0
397373.0,H4Y Technologies LLC,78,3,2,0.0
56041.0,China Mobile communications corporation,77,4,3,0.0
132386.0,Usman Internet Service Provider Private Limited,77,2,1,0.0
6364.0,"Atlantic.net, Inc.",75,1,1,0.0
207043.0,Dedik Services Limited,75,3,2,0.0
13737.0,"Interconnecx, LLC",73,26,2,0.0
64308.0,PT IndoDev Niaga Internet,73,1,2,0.0
23893.0,Bangla Phone Ltd,71,2,2,0.0
28269.0,COMPUTADORES E SISTEMAS LTDA,71,1,2,0.0
206092.0,F.n.s. Holdings Limited,70,5,2,0.0
16629.0,CTC. CORP S.A. (TELEFONICA EMPRESAS),70,2,2,0.0
50304.0,Blix Solutions AS,69,2,1,0.0
22724.0,PUNTONET S.A.,69,4,2,0.0
139967.0,PT. Yasmin Amanah Media,69,1,1,0.0
18229.0,CtrlS,68,2,2,0.0
215929.0,Data Campus Limited,66,3,2,0.0
14315.0,"1GSERVERS, LLC",66,1,1,0.0
1251.0,FUNDACAO DE AMPARO A PESQUISA DO ESTADO SAO PAULO,65,1,2,0.0
131353.0,NhanHoa Software company,65,3,3,0.0
147176.0,"NZ Network Enterprise Co., Ltd.",65,1,2,0.0
58519.0,Cloud Computing Corporation,64,3,3,0.0
50923.0,Metroset,64,1,1,0.0
56047.0,China Mobile communications corporation,63,1,2,0.0
138195.0,MOACK.Co.LTD,63,4,3,0.0
262210.0,VIETTEL PERU S.A.C.,62,1,2,0.0
16814.0,NSS S.A.,62,3,2,0.0
9498.0,BHARTI Airtel Ltd.,62,7,2,0.0
38182.0,Extreme Broadband - Total Broadband Experience,61,1,2,0.0
402253.0,SKN Subnet & Telecom Ltd,60,11,4,0.0
38482.0,Biznet ISP,59,2,2,0.0
27747.0,Telecentro S.A.,58,13,1,0.0
141342.0,FIBERISH (PVT) LTD,58,12,2,0.0
55577.0,"Atria Convergence Technologies Ltd.,",58,1,1,0.0
4788.0,TM TECHNOLOGY SERVICES SDN. BHD.,58,9,2,0.0
62240.0,Clouvider Limited,57,35,1,0.0
154107.0,DigitalLink Global Network Limited,57,3,2,0.0
18209.0,"Atria Convergence Technologies Ltd.,",57,3,2,0.0
208843.0,Alpha Strike Labs GmbH,57,37,4,0.0
11845.0,Vox Telecom Ltd,56,1,2,0.0
8193.0,Uzbektelekom Joint Stock Company,56,22,1,0.0
394695.0,PDR,55,2,2,0.0
206888.0,HanMing HK Limited,54,1,1,0.0
138129.0,PT Sinergi Inti Andalan Prima,54,1,1,0.0
25620.0,COTAS LTDA.,54,2,2,0.0
16735.0,ALGAR TELECOM S/A,54,7,2,0.0
56044.0,China Mobile communications corporation,54,4,2,0.0
18881.0,TELEFONICA BRASIL S.A,53,3,3,0.0
12322.0,Free SAS,53,4,2,0.0
209693.0,Oc Networks Limited,52,1,2,0.0
209828.0,Genc BT Bilisim Teknolojileri Limited Sirketi,52,1,2,0.0
33363.0,"Charter Communications, Inc",51,6,2,0.0
210457.0,Kyonix Networks Limited,51,1,2,0.0
131111.0,PT Mora Telematika Indonesia,50,2,2,0.0
137266.0,CHINATELECOM Hubei province Wuhan 5G network,50,9,3,0.0
52468.0,UFINET PANAMA S.A.,50,8,3,0.0
10099.0,China Unicom Global,50,3,2,0.0
198975.0,Przedsiebiorstwo Produkcyjno-Handlowo-Uslugowe MAT-SAT telecom Tomasz Olech,50,1,1,0.0
262352.0,NOVA TELECOM LTDA,50,1,2,0.0
201002.0,PebbleHost Ltd,50,4,2,0.0
54801.0,Zillion Network Inc.,48,1,1,0.0
211663.0,GALEON LLC,48,1,2,0.0
136557.0,Host Universal Pty Ltd,47,24,2,0.0
34984.0,Superonline Iletisim Hizmetleri A.S.,47,5,2,0.0
399629.0,BL Networks,46,3,2,0.0
153622.0,Madina IT,46,1,1,0.0
19871.0,"Network Solutions, LLC",45,4,2,0.0
134762.0,CHINANET Liaoning province Dalian MAN network,45,2,3,0.0
153328.0,Imegh Private Limited,45,1,2,0.0
17639.0,Converge ICT Solutions Inc.,44,4,3,0.0
12714.0,PJSC MegaFon,44,5,2,0.0
8717.0,A1 Bulgaria EAD,44,2,2,0.0
153983.0,HIEUVPS TECHNOLOGY COMPANY LIMITED,44,1,1,0.0
215125.0,Church of Cyberology,44,8,2,0.0
38733.0,CMC Telecom Infrastructure Company,44,1,1,0.0
56246.0,PT Sumber Data Indonesia,44,2,2,0.0
150546.0,Dinas Komunikasi dan Informatika Kabupaten Kediri,44,1,1,0.0
23688.0,Link3 Technologies Ltd.,43,3,2,0.0
15964.0,CAMTEL,43,1,2,0.0
396949.0,"Kamatera, Inc.",43,1,1,0.0
42610.0,Rostelecom,42,1,2,0.0
398395.0,PureVoltage Hosting Inc.,42,1,1,0.0
11664.0,Techtel LMDS Comunicaciones Interactivas S.A.,41,12,2,0.0
138246.0,Netclues Technologies Private Limited,41,1,1,0.0
2516.0,KDDI CORPORATION,41,4,2,0.0
140292.0,CHINATELECOM Jiangsu province Suzhou 5G network,40,2,2,0.0
24309.0,Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,40,4,3,0.0
1267.0,Wind Tre S.p.A.,40,18,2,0.0
23923.0,Agni Systems Limited,40,2,3,0.0
24544.0,Law's Cloud Infrastructure Limited,40,2,2,0.0
1897.0,"Nos Comunicacoes, S.A.",40,2,2,0.0
8399.0,SEWAN SAS,39,1,1,0.0
24875.0,NovoServe B.V.,39,1,1,0.0
24444.0,Shandong Mobile Communication Company Limited,39,8,3,0.0
24739.0,JSC Severen-Telecom,39,1,1,0.0
2116.0,Globalconnect As,39,1,2,0.0
50360.0,Tamatiya EOOD,39,2,2,0.0
134756.0,CHINANET Nanjing Jishan IDC network,39,1,1,0.0
14670.0,WHG Hosting Services Ltd,39,4,2,0.0
38731.0,CHT Compamy Ltd,39,3,2,0.0
42396.0,PJSC Telesystems of Ukraine,39,1,2,0.0
139587.0,China Telecom Henan Zhengzhou Shujugang IDC network,39,1,2,0.0
34918.0,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),39,1,1,0.0
6128.0,Cablevision Systems Corp.,39,5,3,0.0
216014.0,BestDC Limited,39,1,2,0.0
63859.0,PT. Eka Mas Republik,38,5,2,0.0
131378.0,Cloud Viet Technology Company Limited,37,1,2,0.0
8434.0,Telenor Sverige AB,37,1,2,0.0
328288.0,Belanet cc,37,1,1,0.0
13335.0,"Cloudflare, Inc.",37,7,2,0.0
135566.0,National Telecom Public Company Limited,37,2,3,0.0
57509.0,L&L Investment Ltd.,36,3,1,0.0
209373.0,Swissnet LLC,36,1,2,0.0
134674.0,TATA PLAY BROADBAND PRIVATE LIMITED,36,1,2,0.0
9387.0,SHARP TELECOM (PRIVATE) LIMITED,36,1,2,0.0
141718.0,haoxiangyun,36,1,1,0.0
45117.0,Ishan's Network,36,2,2,0.0
24122.0,BDCOM Online Limited,35,1,2,0.0
39032.0,ist Telekom Jv LLC,35,1,2,0.0
262907.0,BRASIL TECPAR AMIGO AVATO,35,3,2,0.0
17557.0,Pakistan Telecommunication Company Limited,35,14,2,0.0
20278.0,"Nexeon Technologies, Inc.",35,17,2,0.0
